b,n,c,m,dis
201809,51,201318,15,209.33617142608838
201809,51,201319,91,440.11605725779174
201809,51,201320,24,288.66304534223593
201809,51,201321,71,262.4915248144225
201809,51,201322,12,242.6004461527771
201809,51,201323,83,322.45080117875216
201809,51,201324,27,264.12645222929257
201809,51,201325,98,259.11926704790704
201809,51,201326,22,290.3020810324105
201809,51,201327,45,357.174258379787
201809,51,201328,24,393.3259253042997
201809,51,201329,108,268.1199831691502
201809,51,201330,85,376.8341718275335
201809,51,201331,15,105.83217021184178
201809,51,201401,8,259.30153569461635
201809,51,201402,8,107.92106186655873
201809,51,201403,20,289.52828837650696
201809,51,201404,19,199.3867352153101
201809,51,201405,13,272.5602751620338
201809,51,201406,6,179.4124075642819
201809,51,201407,40,238.03678222138208
201809,51,201408,76,399.00929773668145
201809,51,201409,107,362.4277064568773
201809,51,201410,112,262.38783094147834
201809,51,201411,75,427.0156485258052
201809,51,201412,92,204.57390160717281
201809,51,201413,19,467.598539407411
201809,51,201414,20,208.17780237719248
201809,51,201415,69,200.8849963741239
201809,51,201416,125,209.7405524705447
201809,51,201417,21,258.79245712372654
201809,51,201418,34,333.5788963197913
201809,51,201419,65,439.0453314828698
201809,51,201420,25,310.77781572893963
201809,51,201421,58,98.31054260460972
201809,51,201422,102,336.8510634702507
201809,51,201423,24,187.2729978514674
201809,51,201501,27,172.72281097344793
201809,51,201502,16,325.35411569457756
201809,51,201503,24,222.25984446484807
201809,51,201504,50,313.83571258781956
201809,51,201505,10,336.1740904366651
201809,51,201506,69,438.3660446600411
201809,51,201507,44,358.98798576842916
201809,51,201508,79,194.27225352970126
201809,51,201509,113,428.12394873974927
201809,51,201510,119,231.84732487635623
201809,51,201511,58,401.0748701284481
201809,51,201512,58,308.65338648233393
201809,51,201513,107,409.5737309190386
201809,51,201514,25,268.31159411859477
201809,51,201515,124,486.22027399642116
201809,51,201516,46,423.19870198128126
201809,51,201517,40,418.04904651811535
201809,51,201518,11,192.6625706614187
201809,51,201519,23,161.25174208570374
201809,51,201520,20,281.86423372564724
201809,51,201521,80,392.99635655274983
201809,51,201522,75,197.5720742551298
201809,51,201523,23,293.8572536359882
201809,51,201524,53,262.33179492652164
201809,51,201525,46,346.43595660377406
201809,51,201526,38,291.4125432777738
201809,51,201527,40,254.86458991160228
201809,51,201601,94,475.91775559429385
201809,51,201602,5,319.88053885921096
201809,51,201603,43,126.52426451273885
201809,51,201604,61,153.32106704689866
201809,51,201605,22,262.81287067989075
201809,51,201606,19,297.4406859163044
201809,51,201607,16,259.77619709554335
201809,51,201608,37,140.968560732119
201809,51,201609,15,217.09557022976452
201809,51,201610,56,372.97654768078934
201809,51,201611,6,243.76270929237398
201809,51,201612,32,220.3987351314713
201809,51,201613,15,156.8864084452352
201809,51,201614,85,516.7118008279713
201809,51,201615,4,114.3135484649014
201809,51,201616,99,412.6693994189334
201809,51,201617,80,277.47479279992376
201809,51,201618,80,470.98619332809994
201809,51,201620,28,379.8973965008603
201809,51,201621,101,262.9814927603567
201809,51,201622,76,379.29161264464767
201809,51,201623,26,280.02721440815503
201809,51,201624,11,252.0000487607583
201809,51,201625,56,160.30018107272383
201809,51,201626,66,318.5227932663059
201809,51,201701,9,191.3987787513089
201809,51,201702,46,127.51948804072981
201809,51,201703,19,178.8504102057617
201809,51,201704,44,161.8607305800147
201809,51,201705,115,444.79765668740345
201809,51,201706,24,340.73764344190334
201809,51,201707,25,106.31344201016138
201809,51,201709,68,207.6699232160185
201809,51,201710,80,161.52253997223085
201809,51,201711,26,358.73907172855496
201809,51,201712,33,400.84579889965727
201809,51,201713,84,185.77961200240526
201809,51,201714,51,73.6552384820262
201809,51,201715,37,295.41480893932743
201809,51,201716,81,227.60976614450365
201809,51,201717,38,135.0841549593398
201809,51,201718,120,423.6877597738903
201809,51,201719,80,190.94725187077972
201809,51,201720,85,168.4932115477129
201809,51,201721,51,345.81732717754875
201809,51,201722,37,224.8808823327613
201809,51,201723,66,176.95018813473774
201809,51,201724,62,105.48939395864515
201809,51,201725,23,116.76543488214644
201809,51,201726,64,188.51169020158238
201809,51,201727,43,151.29623194316437
201809,51,201801,19,97.52216147123677
201809,51,201802,29,141.45446858730438
201809,51,201803,42,250.88340641896514
201809,51,201804,108,199.64987799261868
201809,51,201805,37,219.0536995275891
201809,51,201806,22,117.5701777803228
201809,51,201807,46,202.56798688511793
201809,51,201808,71,424.98665625170855
201809,51,201809,51,0.0
201809,51,201810,112,231.37189284181167
201809,51,201811,18,312.2782034079169
201809,51,201812,104,267.7392986991862
201809,51,201813,43,298.498120382906
201809,51,201814,83,158.11206603094973
201809,51,201815,21,181.39873634744964
201809,51,201817,8,393.6530947940827
201809,51,201818,94,190.89584627716272
201809,51,201819,78,341.41791306057945
201809,51,201820,36,286.0406182951737
201809,51,201821,48,438.5891223932923
201809,51,201822,105,490.3057709236135
201809,51,201823,63,163.6789218578234
201809,51,201824,69,470.218531570766
201809,51,201825,54,372.88906499816375
201809,51,201826,86,467.05733619621606
201809,51,201827,9,141.9104526573944
201809,51,201828,37,227.4987296184793
201809,51,201829,27,130.74227647223702
201809,51,201901,30,167.1420438942962
201809,51,201902,52,382.5023674944524
201809,51,201903,6,327.67742400994644
201809,51,201904,47,155.37425427370164
201809,51,201905,94,181.21818457202474
201809,51,201906,9,208.16592647946234
201809,51,201907,77,114.78766763619969
201809,51,201908,29,194.60719613932775
201809,51,201909,158,511.1260786066078
201809,51,201910,62,312.28218031110924
201809,51,201911,61,124.61792316206676
201809,51,201912,52,62.005869658669184
201809,51,201913,127,481.45809293722044
201809,51,201914,26,109.32745815618831
201809,51,201915,31,282.6010072004862
201809,51,201916,6,222.36768686533162
201809,51,201917,65,237.3996592284795
201809,51,201918,85,208.75753828355468
201809,51,201919,44,433.65805428004904
201809,51,201920,27,207.90182654445218
201809,51,201921,36,336.10218858084096
201809,51,201922,33,123.6736315180691
201809,51,201923,33,386.95021731395974
201809,51,201924,135,271.3108309126812
201809,51,201925,33,281.46075728617643
201809,51,201926,58,197.85444023442975
201809,51,201927,25,136.2827218312368
201809,51,201928,88,279.5018637606096
201809,51,201929,82,219.8979708465215
201809,51,202001,32,209.26322038188027
201809,51,202002,54,120.61880245009692
201809,51,202003,33,88.43217570714688
201809,51,202004,98,223.7430217017723
201809,51,202005,36,207.4234078638911
201809,51,202006,33,108.95836922318645
201809,51,202007,50,121.7188209712096
201809,51,202008,133,379.4111459647933
201809,51,202009,103,431.52782766173203
201809,51,202010,47,365.7325733849327
201809,51,202011,62,153.19231203142817
201809,51,202012,18,227.77298636292076
201809,51,202013,20,300.71577323733163
201809,51,202014,32,219.69792709725132
201809,51,202015,17,121.69574497760532
201809,51,202016,66,101.68854674672333
201809,51,202017,127,189.34920670000727
201809,51,202018,66,214.88182020205122
201809,51,202019,124,353.33319883730064
201809,51,202020,99,205.43577267191492
201809,51,202021,45,86.06829641831915
201809,51,202022,97,262.73265575789844
201809,51,202023,36,129.75831256732525
201810,112,201001,8,261.22129972987926
201810,112,201002,75,212.538507999415
201810,112,201003,85,220.74572311989257
201810,112,201004,65,103.600170389316
201810,112,201005,42,238.55021723707597
201810,112,201006,124,227.26488932538598
201810,112,201007,49,183.69189458945146
201810,112,201008,36,239.7181137835105
201810,112,201009,67,141.76173641039358
201810,112,201010,66,143.24350142083478
201810,112,201011,97,300.5268876320557
201810,112,201012,19,259.21129297465876
201810,112,201013,141,499.3329554011536
201810,112,201014,45,258.9159117370915
201810,112,201101,57,162.65663564355782
201810,112,201102,63,384.7212631888838
201810,112,201103,34,191.2378779793009
201810,112,201104,100,230.50741209984344
201810,112,201105,80,118.38102037073335
201810,112,201106,40,286.9310265307919
201810,112,201107,2,285.51576952132547
201810,112,201108,82,203.88483666858755
201810,112,201109,125,318.71262935423516
201810,112,201110,24,325.15854920005125
201810,112,201111,107,353.3743928024659
201810,112,201112,40,187.9059102819311
201810,112,201113,5,298.3654699296714
201810,112,201114,11,202.05476144693202
201810,112,201115,55,248.56359415582233
201810,112,201116,21,251.33618555995514
201810,112,201117,80,276.84571452408227
201810,112,201118,47,246.9882034174357
201810,112,201119,82,231.5145837685015
201810,112,201120,19,250.59951732179792
201810,112,201121,18,246.13717636799524
201810,112,201201,10,322.98844841911574
201810,112,201202,14,261.93576751504617
201810,112,201203,27,244.81964217114435
201810,112,201204,34,330.6973419427982
201810,112,201205,81,177.35332206967774
201810,112,201206,42,151.33774739374772
201810,112,201207,30,132.23471850925074
201810,112,201208,82,228.84134927251054
201810,112,201209,116,244.267099675777
201810,112,201210,75,161.54072209540507
201810,112,201211,101,248.6636625703825
201810,112,201212,4,355.5634734001562
201810,112,201213,77,189.351455305666
201810,112,201214,228,383.8958769063486
201810,112,201215,82,304.65542416396835
201810,112,201216,48,356.7089369980316
201810,112,201217,86,535.6998993539501
201810,112,201218,16,216.69518176046702
201810,112,201219,6,253.55887323815392
201810,112,201220,45,236.5129359699357
201810,112,201221,76,297.85824265459337
201810,112,201222,13,221.47008917594357
201810,112,201223,78,265.2856305648984
201810,112,201224,66,376.7353819353818
201810,112,201225,12,250.63639210807165
201810,112,201301,37,318.449305604142
201810,112,201302,11,394.54894750591086
201810,112,201303,20,184.85882914615337
201810,112,201304,52,119.23327294267897
201810,112,201305,68,233.1068035646576
201810,112,201306,59,180.08997959145518
201810,112,201307,71,297.6460238177313
201810,112,201308,47,175.52404666894208
201810,112,201309,58,192.86323955287378
201810,112,201310,35,238.16770948673505
201810,112,201311,99,289.4825744998495
201810,112,201312,88,157.31298587362562
201810,112,201313,28,474.0631425631643
201810,112,201314,2,524.8723078620548
201810,112,201315,84,118.52285068233101
201810,112,201316,5,551.6974253618092
201810,112,201317,37,141.86691291143606
201810,112,201318,15,177.75927216648606
201810,112,201319,91,406.90885519188
201810,112,201320,24,267.8490570874152
201810,112,201321,71,273.1126312360147
201810,112,201322,12,213.38237336466491
201810,112,201323,83,264.88717614093
201810,112,201324,27,243.95782878967466
201810,112,201325,98,279.55999518724224
201810,112,201326,22,282.2196342886546
201810,112,201327,45,291.2315342531721
201810,112,201328,24,439.1998710988275
201810,112,201329,108,269.4556962243928
201810,112,201330,85,389.70615367708297
201810,112,201331,15,271.683640287008
201810,112,201401,8,376.95038944653714
201810,112,201402,8,250.24955666172642
201810,112,201403,20,322.4293118481338
201810,112,201404,19,324.8693847269501
201810,112,201405,13,297.5879080825748
201810,112,201406,6,177.8238852512063
201810,112,201407,40,180.3277449656475
201810,112,201408,76,331.7023975184389
201810,112,201409,107,383.1103001068388
201810,112,201410,112,171.06622780579536
201810,112,201411,75,370.034280346252
201810,112,201412,92,141.94388568486028
201810,112,201413,19,537.5900787377338
201810,112,201414,20,165.6207131652639
201810,112,201415,69,230.40062858063047
201810,112,201416,125,130.68748517443734
201810,112,201417,21,220.58958403654185
201810,112,201418,34,322.2493247048428
201810,112,201419,65,397.64912777620765
201810,112,201420,25,309.9998694047612
201810,112,201421,58,255.6987743162121
201810,112,201422,102,364.5581411266772
201810,112,201423,24,266.08183535689375
201810,112,201501,27,242.39847076945148
201810,112,201502,16,366.2012429657364
201810,112,201503,24,296.8977401091462
201810,112,201504,50,314.0034670551861
201810,112,201505,10,427.6745014269954
201810,112,201506,69,398.76593370061073
201810,112,201507,44,317.37431542881046
201810,112,201508,79,254.59884451499698
201810,112,201509,113,352.58624964193285
201810,112,201510,119,210.3825957577699
201810,112,201511,58,351.51404001784954
201810,112,201512,58,244.838925113531
201810,112,201513,107,366.6883863409404
201810,112,201514,25,238.77525683521586
201810,112,201515,124,421.7835413979613
201810,112,201516,46,397.4262328903448
201810,112,201517,40,375.2672468301178
201810,112,201518,11,185.31958221528444
201810,112,201519,23,256.644266194726
201810,112,201520,20,271.46144345876314
201810,112,201521,80,340.47356997005187
201810,112,201522,75,234.70705070438268
201810,112,201523,23,291.07961892830036
201810,112,201524,53,308.12642779303354
201810,112,201525,46,347.8186371453582
201810,112,201526,38,276.3388141571687
201810,112,201527,40,275.3242001437854
201810,112,201601,94,453.8254836172376
201810,112,201602,5,417.9414966300842
201810,112,201603,43,231.43204965257863
201810,112,201604,61,165.91102579852395
201810,112,201605,22,223.08619488809782
201810,112,201606,19,317.3106254397779
201810,112,201607,16,216.99895357845818
201810,112,201608,37,201.34485540783206
201810,112,201609,15,192.06071795299363
201810,112,201610,56,325.9186027053543
201810,112,201611,6,259.7570500966722
201810,112,201612,32,180.4673760716153
201810,112,201613,15,190.18391304003808
201810,112,201614,85,480.18231973887794
201810,112,201615,4,249.54851770209473
201810,112,201616,99,368.34750998464483
201810,112,201617,80,265.396478422832
201810,112,201618,80,442.22303545486295
201810,112,201620,28,346.0876711526663
201810,112,201621,101,289.44520133425004
201810,112,201622,76,349.9439626897099
201810,112,201623,26,276.4187212193838
201810,112,201624,11,302.2987779479949
201810,112,201625,56,231.09210423413572
201810,112,201626,66,337.98118109035113
201810,112,201701,9,241.10544656568078
201810,112,201702,46,171.43414226712576
201810,112,201703,19,186.23195016091964
201810,112,201704,44,210.36745312587047
201810,112,201705,115,343.28351348320035
201810,112,201706,24,366.8927241428631
201810,112,201707,25,191.23218727648714
201810,112,201709,68,202.8654277030262
201810,112,201710,80,160.27311495887693
201810,112,201711,26,372.3286981911994
201810,112,201712,33,443.42013501178104
201810,112,201713,84,192.58654683538518
201810,112,201714,51,163.26146910005218
201810,112,201715,37,246.45925157581874
201810,112,201716,81,239.85009960331533
201810,112,201717,38,208.3340044078436
201810,112,201718,120,339.30778943906665
201810,112,201719,80,248.68702291160142
201810,112,201720,85,231.10055426981597
201810,112,201721,51,317.2483792958353
201810,112,201722,37,184.28172249779206
201810,112,201723,66,266.01896156493785
201810,112,201724,62,237.85238823986737
201810,112,201725,23,269.5006361905161
201810,112,201726,64,263.585380753662
201810,112,201727,43,257.4445263854607
201810,112,201801,19,283.26308676507125
201810,112,201802,29,285.17606003096614
201810,112,201803,42,308.422611027478
201810,112,201804,108,276.1673159876638
201810,112,201805,37,158.2665591533908
201810,112,201806,22,173.97846904806266
201810,112,201807,46,132.53753356011197
201810,112,201808,71,368.1113303722822
201810,112,201809,51,231.37189284181167
201810,112,201810,112,0.0
201810,112,201811,18,324.4597334514233
201810,112,201812,104,167.8647149863918
201810,112,201813,43,250.70248714948374
201810,112,201814,83,138.16899228687464
201810,112,201815,21,167.65751223429095
201810,112,201817,8,494.43264299754554
201810,112,201818,94,111.40647578643193
201810,112,201819,78,274.8031124266983
201810,112,201820,36,266.6839959508326
201810,112,201821,48,441.2967461152055
201810,112,201822,105,484.1137793934412
201810,112,201823,63,189.58093435082196
201810,112,201824,69,434.22933075543347
201810,112,201825,54,323.460431659192
201810,112,201826,86,458.99295704333474
201810,112,201827,9,292.4999096629726
201810,112,201828,37,265.6267796751413
201810,112,201829,27,308.4519268197902
201810,112,201901,30,323.74763129825186
201810,112,201902,52,371.02876358389443
201810,112,201903,6,328.6915637127671
201810,112,201904,47,245.74955951943437
201810,112,201905,94,112.35705559535612
201810,112,201906,9,202.2930706020016
201810,112,201907,77,227.1149697631345
201810,112,201908,29,183.7895140222517
201810,112,201909,158,447.893774924796
201810,112,201910,62,197.71815503683223
201810,112,201911,61,142.94097672526527
201810,112,201912,52,221.28321883293128
201810,112,201913,127,415.9112624968555
201810,112,201914,26,250.54693967601955
201810,112,201915,31,296.3422954859904
201810,112,201916,6,271.6738613908908
201810,112,201917,65,138.349210680452
201810,112,201918,85,154.97514076697675
201810,112,201919,44,464.4183978394356
201810,112,201920,27,146.7675981684236
201810,112,201921,36,354.9589628881984
201810,112,201922,33,245.17293046779417
201810,112,201923,33,390.70648368513986
201810,112,201924,135,301.8160696477283
201810,112,201925,33,315.7313814696842
201810,112,201926,58,181.07072497385502
201810,112,201927,25,177.60706385408528
201810,112,201928,88,290.09064170891986
201810,112,201929,82,267.91064841559677
201810,112,202001,32,215.29806511707633
201810,112,202002,54,178.03138452566128
201810,112,202003,33,235.6293157176637
201810,112,202004,98,110.66844466854427
201810,112,202005,36,227.79605638968667
201810,112,202006,33,153.05409662438473
201810,112,202007,50,173.61185709241443
201810,112,202008,133,294.76707935068174
201810,112,202009,103,369.0663416622438
201810,112,202010,47,299.4039283938378
201810,112,202011,62,206.10091584582423
201810,112,202012,18,200.49707634371532
201810,112,202013,20,319.6021291841169
201810,112,202014,32,178.46038899307715
201810,112,202015,17,256.4851316884134
201810,112,202016,66,202.25845499603378
201810,112,202017,127,261.1290184673359
201810,112,202018,66,279.2763428475919
201810,112,202019,124,389.04683934816023
201810,112,202020,99,195.24076348858534
201810,112,202021,45,253.35941951019987
201810,112,202022,97,304.5845482833083
201810,112,202023,36,289.9759550299033
201811,18,201001,8,144.1264930677077
201811,18,201002,75,384.4360924663671
201811,18,201003,85,408.3405225637449
201811,18,201004,65,232.2456603539596
201811,18,201005,42,305.4441619411574
201811,18,201006,124,452.85926074218713
201811,18,201007,49,218.89141462972316
201811,18,201008,36,231.69785401346633
201811,18,201009,67,236.0000938679777
201811,18,201010,66,295.16200025343096
201811,18,201011,97,427.7872105410556
201811,18,201012,19,119.24673335812356
201811,18,201013,141,665.8819470316172
201811,18,201014,45,247.1051378479394
201811,18,201101,57,245.29407212197734
201811,18,201102,63,381.87056841157704
201811,18,201103,34,224.42392998441667
201811,18,201104,100,430.3069032899437
201811,18,201105,80,278.0461280986472
201811,18,201106,40,223.9376818774263
201811,18,201107,2,144.3407817933355
201811,18,201108,82,381.20143417435276
201811,18,201109,125,449.23665025470484
201811,18,201110,24,54.34837719652816
201811,18,201111,107,493.36413203962917
201811,18,201112,40,166.40330642631588
201811,18,201113,5,62.54810137018536
201811,18,201114,11,121.62054654809499
201811,18,201115,55,241.04463981100753
201811,18,201116,21,86.06867945087563
201811,18,201117,80,402.0999198016526
201811,18,201118,47,314.0694354592791
201811,18,201119,82,388.4551374434296
201811,18,201120,19,183.05648970079812
201811,18,201121,18,173.04067736799928
201811,18,201201,10,223.65754537327282
201811,18,201202,14,110.55129538403841
201811,18,201203,27,195.93459708195064
201811,18,201204,34,269.96542171374267
201811,18,201205,81,369.14472172093355
201811,18,201206,42,225.18833631693005
201811,18,201207,30,143.78038809239592
201811,18,201208,82,395.9682124548955
201811,18,201209,116,426.56011536239765
201811,18,201210,75,264.61900061128534
201811,18,201211,101,378.28960681384916
201811,18,201212,4,58.489177341914
201811,18,201213,77,342.7386960735741
201811,18,201214,228,655.2242126029981
201811,18,201215,82,354.36146411926234
201811,18,201216,48,358.5910843624194
201811,18,201217,86,563.6516420418053
201811,18,201218,16,89.1871145883272
201811,18,201219,6,90.61573945933586
201811,18,201220,45,299.618252536035
201811,18,201221,76,372.7591313167525
201811,18,201222,13,69.44552195412257
201811,18,201223,78,428.5476098942261
201811,18,201224,66,388.20055040232404
201811,18,201225,12,160.45025028706817
201811,18,201301,37,305.8717094589701
201811,18,201302,11,250.75507709976418
201811,18,201303,20,123.14546416598276
201811,18,201304,52,208.97313124040508
201811,18,201305,68,370.8439726461143
201811,18,201306,59,310.5536744514298
201811,18,201307,71,370.008633562906
201811,18,201308,47,251.83864595491215
201811,18,201309,58,327.38007580786586
201811,18,201310,35,274.25374151552563
201811,18,201311,99,463.45007862187845
201811,18,201312,88,321.52014003721507
201811,18,201313,28,124.65182879355773
201811,18,201314,2,107.06216811814453
201811,18,201315,84,293.0736008488064
201811,18,201316,5,123.58035380332036
201811,18,201317,37,195.1779100805636
201811,18,201318,15,104.96740943243783
201811,18,201319,91,505.6572679961424
201811,18,201320,24,125.41257606701265
201811,18,201321,71,408.76494103944015
201811,18,201322,12,85.04815348723574
201811,18,201323,83,370.80863111460997
201811,18,201324,27,193.17553381092765
201811,18,201325,98,448.19670694003105
201811,18,201326,22,171.90908227150933
201811,18,201327,45,301.69748238777345
201811,18,201328,24,224.47181783688794
201811,18,201329,108,469.9676809939393
201811,18,201330,85,486.9290015981823
201811,18,201331,15,191.31570309765019
201811,18,201401,8,197.40521328416895
201811,18,201402,8,157.4995918362058
201811,18,201403,20,107.40746569169988
201811,18,201404,19,179.24037321042206
201811,18,201405,13,104.22608825302557
201811,18,201406,6,137.94413494467372
201811,18,201407,40,255.46390594907382
201811,18,201408,76,389.9245186183862
201811,18,201409,107,526.9384642962069
201811,18,201410,112,372.4489355474244
201811,18,201411,75,388.6652277227269
201811,18,201412,92,293.3920768174571
201811,18,201413,19,233.60964766575347
201811,18,201414,20,103.79553789211596
201811,18,201415,69,346.04379107947494
201811,18,201416,125,376.11618698732724
201811,18,201417,21,72.10977035755265
201811,18,201418,34,235.88609486413085
201811,18,201419,65,408.9337669772769
201811,18,201420,25,226.40845304976492
201811,18,201421,58,335.5937062346904
201811,18,201422,102,477.06937761602455
201811,18,201423,24,201.78573058799537
201811,18,201501,27,186.6713233655158
201811,18,201502,16,128.91126380601477
201811,18,201503,24,123.26664526207335
201811,18,201504,50,301.4086474824881
201811,18,201505,10,152.68264213979666
201811,18,201506,69,409.43819090044843
201811,18,201507,44,236.86537114140185
201811,18,201508,79,413.9543345091834
201811,18,201509,113,431.779579698433
201811,18,201510,119,421.152720453554
201811,18,201511,58,312.502515234633
201811,18,201512,58,191.57763767919587
201811,18,201513,107,457.7749193907162
201811,18,201514,25,78.7253346876234
201811,18,201515,124,513.0104171572815
201811,18,201516,46,272.5552542758378
201811,18,201517,40,186.50717164475228
201811,18,201518,11,84.44046842179823
201811,18,201519,23,231.7238767260617
201811,18,201520,20,118.59734406798499
201811,18,201521,80,424.9774463076009
201811,18,201522,75,388.16524598656196
201811,18,201523,23,65.20995714987482
201811,18,201524,53,331.6132096723091
201811,18,201525,46,235.8877722750611
201811,18,201526,38,225.2171612694506
201811,18,201527,40,300.1548709473937
201811,18,201601,94,545.4608338173981
201811,18,201602,5,89.47102986338754
201811,18,201603,43,303.0851206503552
201811,18,201604,61,306.80668735637653
201811,18,201605,22,67.14072737710897
201811,18,201606,19,62.307899384221955
201811,18,201607,16,105.92917072643026
201811,18,201608,37,275.89771981334275
201811,18,201609,15,94.33712634267276
201811,18,201610,56,292.6658597608037
201811,18,201611,6,79.70878157480428
201811,18,201612,32,195.84770493031957
201811,18,201613,15,119.8390439445611
201811,18,201614,85,561.506107038702
201811,18,201615,4,201.18203073462968
201811,18,201616,99,449.7727438150527
201811,18,201617,80,366.89846839948257
201811,18,201618,80,433.4165157488534
201811,18,201620,28,206.93422681077732
201811,18,201621,101,467.32553749180875
201811,18,201622,76,428.3841944236133
201811,18,201623,26,140.3716340802003
201811,18,201624,11,86.62750847609104
201811,18,201625,56,306.99425276179227
201811,18,201626,66,408.6961981320994
201811,18,201701,9,125.76370359073854
201811,18,201702,46,269.1851010575597
201811,18,201703,19,146.7283314385918
201811,18,201704,44,301.35341663615117
201811,18,201705,115,338.9224444126905
201811,18,201706,24,66.53880399858744
201811,18,201707,25,199.5119509739168
201811,18,201709,68,300.26488301539683
201811,18,201710,80,334.0798927281836
201811,18,201711,26,58.67721951626406
201811,18,201712,33,155.8822110962753
201811,18,201713,84,361.2186657352087
201811,18,201714,51,269.4485005628059
201811,18,201715,37,142.6435626449226
201811,18,201716,81,368.9499901135589
201811,18,201717,38,227.51016389454927
201811,18,201718,120,463.54550118443774
201811,18,201719,80,393.7699498141312
201811,18,201720,85,380.25847445205915
201811,18,201721,51,291.66155409628834
201811,18,201722,37,189.0683487776061
201811,18,201723,66,358.57491801319816
201811,18,201724,62,329.23133444194156
201811,18,201725,23,215.77111686953114
201811,18,201726,64,329.93195405370227
201811,18,201727,43,283.55225359619436
201811,18,201801,19,200.82761418535202
201811,18,201802,29,211.80021923296692
201811,18,201803,42,215.53896609220317
201811,18,201804,108,472.37875731862056
201811,18,201805,37,171.0623157919823
201811,18,201806,22,165.8173063070591
201811,18,201807,46,191.68013375497117
201811,18,201808,71,407.7734003756818
201811,18,201809,51,312.2782034079169
201811,18,201810,112,324.4597334514233
201811,18,201811,18,0.0
201811,18,201812,104,301.2658388273646
201811,18,201813,43,153.12290725190243
201811,18,201814,83,273.4136757039377
201811,18,201815,21,87.67550687332525
201811,18,201817,8,87.08991730564277
201811,18,201818,94,328.48285634578684
201811,18,201819,78,321.0466559469281
201811,18,201820,36,154.90139785341856
201811,18,201821,48,335.8408966938182
201811,18,201822,105,541.3131048870677
201811,18,201823,63,316.9772058854533
201811,18,201824,69,443.8813681390771
201811,18,201825,54,334.79304072796987
201811,18,201826,86,489.66548572682547
201811,18,201827,9,209.31105413383543
201811,18,201828,37,196.9670751368834
201811,18,201829,27,264.4890609961277
201811,18,201901,30,284.1133326055568
201811,18,201902,52,318.47406843844016
201811,18,201903,6,150.84245557400743
201811,18,201904,47,318.6132884429455
201811,18,201905,94,284.39047322078363
201811,18,201906,9,94.13280918062397
201811,18,201907,77,395.5623196176535
201811,18,201908,29,110.54886430263042
201811,18,201909,158,602.8895475072579
201811,18,201910,62,214.66501934286015
201811,18,201911,61,263.1146342172185
201811,18,201912,52,303.1567407967527
201811,18,201913,127,500.2445678588899
201811,18,201914,26,243.28472248336143
201811,18,201915,31,136.5471041009718
201811,18,201916,6,86.20324935755147
201811,18,201917,65,242.46371933715193
201811,18,201918,85,297.25336589593655
201811,18,201919,44,336.12514869377975
201811,18,201920,27,160.2100608152109
201811,18,201921,36,200.69072570155646
201811,18,201922,33,258.5243606605479
201811,18,201923,33,243.24915549360423
201811,18,201924,135,531.0014067246493
201811,18,201925,33,133.82701681488095
201811,18,201926,58,273.2395878668067
201811,18,201927,25,165.1994653038058
201811,18,201928,88,379.77739199434967
201811,18,201929,82,389.28637943650835
201811,18,202001,32,225.5678148825517
201811,18,202002,54,291.84980570647826
201811,18,202003,33,270.9011205825238
201811,18,202004,98,316.8930504043997
201811,18,202005,36,205.4893345976054
201811,18,202006,33,208.91583920834694
201811,18,202007,50,278.45767752358375
201811,18,202008,133,423.40690386879163
201811,18,202009,103,435.21689921593895
201811,18,202010,47,301.86943906556394
201811,18,202011,62,329.014171541174
201811,18,202012,18,109.36949763525027
201811,18,202013,20,50.437831289368745
201811,18,202014,32,151.6832543175404
201811,18,202015,17,202.9275177804318
201811,18,202016,66,346.84293185910445
201811,18,202017,127,487.8934075419313
201811,18,202018,66,374.8365764449342
201811,18,202019,124,559.0448758612972
201811,18,202020,99,329.7168852852768
201811,18,202021,45,299.7405673949686
201811,18,202022,97,459.9027319196666
201811,18,202023,36,270.1988155970525
201812,104,201001,8,241.04027958749214
201812,104,201002,75,220.58986765100903
201812,104,201003,85,251.96084037983977
201812,104,201004,65,168.63670866833678
201812,104,201005,42,260.9988520075342
201812,104,201006,124,259.0520835045184
201812,104,201007,49,228.28532368724234
201812,104,201008,36,229.40666039626188
201812,104,201009,67,170.51466915665173
201812,104,201010,66,193.7643574648759
201812,104,201011,97,267.5059114997513
201812,104,201012,19,253.94960680655285
201812,104,201013,141,476.8950170034882
201812,104,201014,45,260.27950923396355
201812,104,201101,57,207.46860046720374
201812,104,201102,63,392.7461174693045
201812,104,201103,34,223.58308210907768
201812,104,201104,100,258.01673107859403
201812,104,201105,80,169.69818745400556
201812,104,201106,40,205.85562892483642
201812,104,201107,2,262.76070180600914
201812,104,201108,82,205.0920196240861
201812,104,201109,125,297.1868548965057
201812,104,201110,24,285.22002592176653
201812,104,201111,107,315.62239488643115
201812,104,201112,40,151.398084928047
201812,104,201113,5,273.3144330632382
201812,104,201114,11,198.28955129770742
201812,104,201115,55,239.21206092066117
201812,104,201116,21,249.9284489017398
201812,104,201117,80,275.56089452860795
201812,104,201118,47,271.9820742278776
201812,104,201119,82,212.80511385659057
201812,104,201120,19,254.2742023486063
201812,104,201121,18,248.6676269868852
201812,104,201201,10,321.6834701923694
201812,104,201202,14,218.12464656375133
201812,104,201203,27,248.79537648565613
201812,104,201204,34,323.42989874252413
201812,104,201205,81,254.91539359581228
